Gene	Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-48-Fraction-01	Grad-48-Fraction-02	Grad-48-Fraction-03	Grad-48-Fraction-04	Grad-48-Fraction-05	Grad-48-Fraction-06	Grad-48-Fraction-07	Grad-48-Fraction-08	Grad-48-Fraction-09	Grad-48-Fraction-10	Grad-48-Fraction-11	Grad-48-Fraction-12	Grad-48-Fraction-13	Grad-48-Fraction-14	Grad-48-Fraction-15	Grad-48-Fraction-16	Grad-48-Fraction-17	Grad-48-Fraction-18	Grad-48-Fraction-19	Grad-48-Fraction-20	Grad-48-Fraction-21P	Cluster_label
nuoB	sense	NC_000913.3	RefSeq	CDS	2403951	2404613	.	-	0	ID=cds2271;Parent=gene2344;Dbxref=ASAP:ABE-0007551,UniProtKB/Swiss-Prot:P0AFC7,Genbank:NP_416790.1,EcoGene:EG12083,GeneID:946738;Name=NP_416790.1;Note=NADH dehydrogenase I chain B;Ontology_term=GO:0005737,GO:0009060,GO:0009061;experiment=N-terminus verified by Edman degradation: PMID 7607227%2C11997136;gbkey=CDS;gene=nuoB;go_component=cytoplasm|0005737||;go_process=aerobic respiration|0009060||,anaerobic respiration|0009061||;product=NADH:ubiquinone oxidoreductase%2C chain B;protein_id=NP_416790.1;transl_table=11	0.001953959893342056	0.015506758562326663	0.06448319056544274	0.09489816963250358	0.08180360414712927	0.12221941420121026	0.024089756264373718	0.00407059521277394	0.11359364010457786	0.12058570605674734	0.10506897279619046	0.08374139042505302	0.05881210902114944	0.055861501777068716	0.06746987702023481	0.07393080112886033	0.07669381157459673	0.09515204490095837	0.05168034392892215	0.027145365482325226	1.0	0
nuoA	sense	NC_000913.3	RefSeq	CDS	2404629	2405072	.	-	0	ID=cds2272;Parent=gene2345;Dbxref=ASAP:ABE-0007553,UniProtKB/Swiss-Prot:P0AFC3,Genbank:NP_416791.3,EcoGene:EG12082,GeneID:946764;Name=NP_416791.3;Note=NADH dehydrogenase I chain A;Ontology_term=GO:0009274,GO:0019866,GO:0009060,GO:0009061;gbkey=CDS;gene=nuoA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=aerobic respiration|0009060||,anaerobic respiration|0009061||;product=NADH:ubiquinone oxidoreductase%2C membrane subunit A;protein_id=NP_416791.3;transl_table=11	0.001665520025214797	0.01304436196908855	0.05313209230322486	0.08733953052604114	0.08823729811220196	0.13979462966559178	0.03152519117747598	0.005718307216339528	0.15578922146870824	0.27347597795488915	0.2774254105119243	0.21736036673898868	0.14007285554255924	0.12138713276418447	0.11116364728196196	0.10912808135171123	0.10741003174251493	0.12667305174802854	0.060350114060015524	0.031317484701774416	1.0	3
lrhA	sense	NC_000913.3	RefSeq	CDS	2405703	2406641	.	-	0	ID=cds2273;Parent=gene2346;Dbxref=ASAP:ABE-0007555,UniProtKB/Swiss-Prot:P36771,Genbank:NP_416792.1,EcoGene:EG12123,GeneID:946769;Name=NP_416792.1;Ontology_term=GO:0005737,GO:0009060,GO:0006350,GO:0016564;gbkey=CDS;gene=lrhA;go_component=cytoplasm|0005737||;go_function=transcription repressor activity|0016564||;go_process=aerobic respiration|0009060||,transcription|0006350||;product=transcriptional repressor of flagellar%2C motility and chemotaxis genes;protein_id=NP_416792.1;transl_table=11	0.0011616535851892767	0.022518820811182626	0.08721387133869668	0.1148825873148465	0.09842966284858436	0.15111382423028116	0.025565460841449162	0.004621930546238618	0.10894526010712992	0.1108975599121304	0.0999893124100282	0.07291585537659834	0.05613353771919609	0.04802478701844822	0.06228777584228694	0.06433123703611608	0.07932641823894533	0.09858424901595657	0.06148600241457872	0.03066550429939072	1.0	0
alaA	sense	NC_000913.3	RefSeq	CDS	2407561	2408778	.	+	0	ID=cds2274;Parent=gene2347;Dbxref=ASAP:ABE-0007560,UniProtKB/Swiss-Prot:P0A959,Genbank:NP_416793.1,EcoGene:EG14101,GeneID:946772;Name=NP_416793.1;Note=putative aminotransferase;gbkey=CDS;gene=alaA;product=glutamate-pyruvate aminotransferase%3B glutamic-pyruvic transaminase (GPT)%3B alanine transaminase;protein_id=NP_416793.1;transl_table=11	0.0008277037890942997	0.0048183269686688	0.014889332251609719	0.034309179667243374	0.04394974434139605	0.05110679330334435	0.011761793711211114	0.002873591783133891	0.05861032836637998	0.07485816909691008	0.06251797944342054	0.04527979504825827	0.02824306002202567	0.027430390528884248	0.028160136620056377	0.035521924346710684	0.037989417933302405	0.04337641602652974	0.032914113792390516	0.013551704201304223	1.0	0
yfbR	sense	NC_000913.3	RefSeq	CDS	2408862	2409461	.	+	0	ID=cds2275;Parent=gene2348;Dbxref=ASAP:ABE-0007563,UniProtKB/Swiss-Prot:P76491,Genbank:NP_416794.1,EcoGene:EG14102,GeneID:946771;Name=NP_416794.1;Note=putative alpha helix protein;gbkey=CDS;gene=yfbR;product=5'-nucleotidase;protein_id=NP_416794.1;transl_table=11	0.0005933097957224625	0.0033419148333576737	0.026165780571198803	0.024537156679222	0.02959972327495267	0.023201579614704117	0.01067929234309965	0.0011958464920519573	0.04648394578881729	0.05357882588435863	0.04441466802788165	0.03176871219757525	0.032519183191962994	0.027358669877863437	0.03711542985292615	0.03568940766910561	0.03066048597802814	0.0492303128796676	0.021551574679411597	0.015774958600565162	1.0	0
yfbS	sense	NC_000913.3	RefSeq	CDS	2409520	2411352	.	-	0	ID=cds2276;Parent=gene2349;Dbxref=ASAP:ABE-0007565,UniProtKB/Swiss-Prot:P0AFU2,Genbank:NP_416795.1,EcoGene:EG14103,GeneID:946766;Name=NP_416795.1;Note=putative transport protein;gbkey=CDS;gene=yfbS;product=putative transporter;protein_id=NP_416795.1;transl_table=11	0.006226997546436991	0.0343305796517652	0.094972467483465	0.11644662752492276	0.11812736714384275	0.1768337995180843	0.03571271273905796	0.006047220355389115	0.14692043333230753	0.14299219422883536	0.1250640316212117	0.0905474831994448	0.053957968891184586	0.05280716893261138	0.06311985082057228	0.08092627412642625	0.10927544334932283	0.14352490597013512	0.07765906430144631	0.03675516515050566	1.0	3
yfbT	sense	NC_000913.3	RefSeq	CDS	2411439	2412089	.	-	0	ID=cds2277;Parent=gene2350;Dbxref=ASAP:ABE-0007567,UniProtKB/Swiss-Prot:P77625,Genbank:NP_416796.2,EcoGene:EG14104,GeneID:946777;Name=NP_416796.2;Note=putative phosphatase;gbkey=CDS;gene=yfbT;product=sugar phosphatas;protein_id=NP_416796.2;transl_table=11	0.00034918753602415767	0.005815871223901013	0.03363608223372719	0.05492259305036671	0.055216394118474385	0.08039052955550614	0.015469785662447706	0.0028286919115224226	0.06524150444849486	0.0887676261926197	0.07972832015852248	0.06216967314438414	0.039026076144565366	0.03874932298434003	0.0375563112382405	0.042009406943843065	0.03276587296747332	0.04866586349715615	0.024566904645522258	0.011258338874929665	1.0	0
yfbU	sense	NC_000913.3	RefSeq	CDS	2412100	2412594	.	-	0	ID=cds2278;Parent=gene2351;Dbxref=ASAP:ABE-0007571,UniProtKB/Swiss-Prot:P0A8W8,Genbank:NP_416797.2,EcoGene:EG14105,GeneID:946767;Name=NP_416797.2;gbkey=CDS;gene=yfbU;product=UPF0304 family protein;protein_id=NP_416797.2;transl_table=11	2.0334851961370415e-05	0.002561517317056184	0.011434136596285916	0.020622200280626345	0.02051521278174356	0.026923242066874253	0.007298821598728222	0.001520205880540531	0.04021384184020802	0.06138616551991899	0.0503456264939764	0.045730757685681564	0.0292330252544312	0.02483234295211425	0.02862177142889436	0.03560882295189365	0.03586007476251857	0.05105914002663945	0.03346082973201092	0.015408933628486532	1.0	0
yfbV	sense	NC_000913.3	RefSeq	CDS	2412677	2413132	.	-	0	ID=cds2279;Parent=gene2352;Dbxref=ASAP:ABE-0007575,UniProtKB/Swiss-Prot:P0A8D9,Genbank:NP_416798.1,EcoGene:EG14106,GeneID:946774;Name=NP_416798.1;gbkey=CDS;gene=yfbV;product=UPF0208 family inner membrane protein;protein_id=NP_416798.1;transl_table=11	0.0014351928086130516	0.010498648211548991	0.0625404831746365	0.08479200931963568	0.0947097273210344	0.16608033289075008	0.03147692121634965	0.00473351747396046	0.13182950944262914	0.15975806134815398	0.14374888305108086	0.08911698111332766	0.07320438931915549	0.06846158770449216	0.07054201728927706	0.07308466311670965	0.07549089838856239	0.1030600805991322	0.05312540049923866	0.02921888967948107	1.0	3
ackA	sense	NC_000913.3	RefSeq	CDS	2413470	2414672	.	+	0	ID=cds2280;Parent=gene2353;Dbxref=ASAP:ABE-0007579,UniProtKB/Swiss-Prot:P0A6A3,Genbank:NP_416799.1,EcoGene:EG10027,GeneID:946775;Name=NP_416799.1;Note=acetate kinase;Ontology_term=GO:0005737,GO:0016052,GO:0009063,GO:0042867,GO:0045733;gbkey=CDS;gene=ackA;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||,cellular amino acid catabolic process|0009063||,pyruvate catabolic process|0042867||,acetate catabolic process|0045733||;product=acetate kinase A and propionate kinase 2;protein_id=NP_416799.1;transl_table=11	0.0003271890310927333	0.0060619213404625345	0.028312403873753163	0.05048855324420296	0.04264912640136137	0.06646668770342412	0.013353156603752548	0.0023326578906832647	0.06203643323491211	0.059093594120903065	0.05126713991246122	0.04290823975868547	0.02953149096512375	0.02506671264855186	0.029564637237180006	0.03088062093791716	0.03247134542604277	0.0432806134024983	0.0208526305316454	0.014156170701580812	1.0	0
pta	sense	NC_000913.3	RefSeq	CDS	2414747	2416891	.	+	0	ID=cds2281;Parent=gene2354;Dbxref=ASAP:ABE-0007582,UniProtKB/Swiss-Prot:P0A9M8,Genbank:NP_416800.1,EcoGene:EG20173,GeneID:946778;Name=NP_416800.1;Note=phosphotransacetylase;Ontology_term=GO:0016052,GO:0009063,GO:0042867,GO:0045733;gbkey=CDS;gene=pta;go_process=carbohydrate catabolic process|0016052||,cellular amino acid catabolic process|0009063||,pyruvate catabolic process|0042867||,acetate catabolic process|0045733||;product=phosphate acetyltransferase;protein_id=NP_416800.1;transl_table=11	0.0005801600598525872	0.006529630778799316	0.028000850877483538	0.04394164604363802	0.037804008604760735	0.050401645267832536	0.01028590165982598	0.0020371291789228504	0.04164723762274816	0.04582332885474	0.03878244906885575	0.031493474114492236	0.022583388253258323	0.020501946192648186	0.02407177326885144	0.02611445694345741	0.026443653908169204	0.031266989616313155	0.01763327955668236	0.009774624016578005	1.0	0
yfcC	sense	NC_000913.3	RefSeq	CDS	2417081	2418601	.	+	0	ID=cds2282;Parent=gene2355;Dbxref=ASAP:ABE-0007585,UniProtKB/Swiss-Prot:P39263,Genbank:NP_416801.2,EcoGene:EG12607,GeneID:946780;Name=NP_416801.2;Note=putative S-transferase;Ontology_term=GO:0009274;gbkey=CDS;gene=yfcC;go_component=peptidoglycan-based cell wall|0009274||;product=putative inner membrane transporter%3B C4-dicarboxylate anaerobic carrier family protein;protein_id=NP_416801.2;transl_table=11	0.010158182866157313	0.09362885359572326	0.4031908915289269	0.32877850253977303	0.13514217091190509	0.6809814276523544	0.06453262218022783	0.01340138713406987	0.19759319902707284	0.15725733311513046	0.26707889066876944	0.09598568123866316	0.09544591430368356	0.09691315662064474	0.06354611474819173	0.054315192816281915	0.019685425656347608	0.029317656681962782	0.044278689795882	0.01296414779537355	1.0	4
yfcD	sense	NC_000913.3	RefSeq	CDS	2418634	2419176	.	-	0	ID=cds2283;Parent=gene2356;Dbxref=ASAP:ABE-0007587,UniProtKB/Swiss-Prot:P65556,Genbank:NP_416802.1,EcoGene:EG14107,GeneID:946783;Name=NP_416802.1;Note=putative regulator;gbkey=CDS;gene=yfcD;product=putative NUDIX hydrolase;protein_id=NP_416802.1;transl_table=11	0.0005610377147835838	0.004021992595185882	0.019072372483992708	0.047918205739757726	0.046131166430528274	0.08227338378017462	0.01678118187657389	0.0029812011825441345	0.08184822888569128	0.07454918762319783	0.07990017022099168	0.05875608855739089	0.05051844418165679	0.043266250256999136	0.037533862755731104	0.04999724861749802	0.05979756914857056	0.07691284828280613	0.04228707508748981	0.02282286688244109	1.0	0
yfcE	sense	NC_000913.3	RefSeq	CDS	2419234	2419788	.	-	0	ID=cds2284;Parent=gene2357;Dbxref=ASAP:ABE-0007589,UniProtKB/Swiss-Prot:P67095,Genbank:NP_416803.3,EcoGene:EG14108,GeneID:946755;Name=NP_416803.3;gbkey=CDS;gene=yfcE;product=phosphodiesterase activity on bis-pNPP;protein_id=NP_416803.3;transl_table=11	0.000754073697426402	0.013479491397012105	0.04912772451315316	0.10428127963991576	0.08816023010408534	0.14820746101820415	0.019161833825294645	0.004220477747743885	0.12890026684997186	0.19314673674631366	0.1614625706624846	0.11011854227993874	0.09532880275239072	0.0869840172613517	0.0693289411414321	0.0861378978098704	0.09033557295060132	0.11030093840621884	0.04930418526351278	0.029308518175430395	1.0	3
yfcF	sense	NC_000913.3	RefSeq	CDS	2419841	2420485	.	-	0	ID=cds2285;Parent=gene2358;Dbxref=ASAP:ABE-0007593,UniProtKB/Swiss-Prot:P77544,Genbank:NP_416804.1,EcoGene:EG14109,GeneID:946749;Name=NP_416804.1;gbkey=CDS;gene=yfcF;product=glutathione S-transferase;protein_id=NP_416804.1;transl_table=11	0.0002692530398258565	0.00992691459810078	0.05937215270171615	0.04938279516059242	0.08955204096572025	0.1173257158485382	0.025657548577680937	0.007104349806012945	0.13093525236733744	0.2042450663832659	0.12978532438120924	0.08650275851387959	0.05059783408869973	0.03596295450501034	0.04491612929992669	0.05038879333558685	0.07044061951729208	0.07576671516001225	0.03520956056058087	0.024913031004362426	1.0	0
yfcG	sense	NC_000913.3	RefSeq	CDS	2420621	2421268	.	+	0	ID=cds2286;Parent=gene2359;Dbxref=ASAP:ABE-0007600,UniProtKB/Swiss-Prot:P77526,Genbank:NP_416805.1,EcoGene:EG14110,GeneID:946763;Name=NP_416805.1;Note=putative S-transferase;gbkey=CDS;gene=yfcG;product=GSH-dependent disulfide bond oxidoreductase;protein_id=NP_416805.1;transl_table=11	0.0007449334101848697	0.0114435265505884	0.05749203453282847	0.04822084703916674	0.057810817556759424	0.12484659506959833	0.018929569172866825	0.0040948682909657955	0.1690519591676068	0.08072543099910033	0.10608967046009454	0.056311599660015726	0.03499683524468398	0.02842785927538913	0.09320096829734788	0.07966228279721349	0.07939788348060202	0.08062355587539767	0.03517695911561737	0.015448942789486816	1.0	0
folX	sense	NC_000913.3	RefSeq	CDS	2421325	2421687	.	+	0	ID=cds2287;Parent=gene2360;Dbxref=ASAP:ABE-0007603,UniProtKB/Swiss-Prot:P0AC19,Genbank:NP_416806.1,EcoGene:EG14263,GeneID:946781;Name=NP_416806.1;Note=D-erythro-7%2C8-dihydroneopterin tri P epimerase;gbkey=CDS;gene=folX;product=D-erythro-7%2C8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase;protein_id=NP_416806.1;transl_table=11	0.0006469158562131764	0.00668542866902796	0.03955279067484063	0.05520018016325663	0.06063615826442058	0.1251751387408341	0.023537424826788358	0.005948334991087153	0.18780020275950304	0.3414139468946911	0.3214903576493149	0.24451089326059464	0.1480918712459259	0.12848644290916006	0.12140652449259788	0.11949342419582022	0.08091746019793411	0.10862963317948317	0.047852057744321615	0.022422858259234908	1.0	3
yfcH	sense	NC_000913.3	RefSeq	CDS	2421708	2422601	.	+	0	ID=cds2288;Parent=gene2361;Dbxref=ASAP:ABE-0007605,UniProtKB/Swiss-Prot:P77775,Genbank:NP_416807.1,EcoGene:EG14111,GeneID:946784;Name=NP_416807.1;Note=putative sugar nucleotide epimerase;gbkey=CDS;gene=yfcH;product=putative NAD-dependent nucleotide-sugar epimerase;protein_id=NP_416807.1;transl_table=11	0.0024225476753979504	0.013257744174462174	0.05391964911179909	0.06550325088992501	0.05925440940051125	0.08196229716967535	0.019718301221736283	0.0034789734667148423	0.09694472106737036	0.13547996259430894	0.12788482789983255	0.09313732565719067	0.06899782558403146	0.0559023452214207	0.05288334075137457	0.060920597362706476	0.052667849537206456	0.06969895480827061	0.038168870585113285	0.018767711925314658	1.0	0
yfcI	sense	NC_000913.3	RefSeq	CDS	2422649	2423539	.	-	0	ID=cds2289;Parent=gene2362;Dbxref=ASAP:ABE-0007607,UniProtKB/Swiss-Prot:P77768,Genbank:NP_416808.1,EcoGene:EG14112,GeneID:946787;Name=NP_416808.1;gbkey=CDS;gene=yfcI;product=transposase_31 family protein;protein_id=NP_416808.1;transl_table=11	0.0	0.017801041300915286	0.059317178486251586	0.0669733986655093	0.082586882223942	0.1733980487077754	0.026291068295648364	0.0031848975596400608	0.19454392126430933	0.7111526064206455	0.7344669493391157	0.4575317472376277	0.3149715172021558	0.193467375624176	0.258891578603744	0.2046878099650624	0.09222986464918416	0.11944230500058912	0.081177597959117	0.040272885049516885	1.0	5
hisP	sense	NC_000913.3	RefSeq	CDS	2423736	2424509	.	-	0	ID=cds2290;Parent=gene2363;Dbxref=ASAP:ABE-0007610,UniProtKB/Swiss-Prot:P07109,Genbank:NP_416809.1,EcoGene:EG10452,GeneID:946789;Name=NP_416809.1;Note=ATP-binding component of histidine transport;Ontology_term=GO:0005737,GO:0009089,GO:0006526,GO:0000105,GO:0009063;gbkey=CDS;gene=hisP;go_component=cytoplasm|0005737||;go_process=lysine biosynthetic process via diaminopimelate|0009089||,arginine biosynthetic process|0006526||,histidine biosynthetic process|0000105||,cellular amino acid catabolic process|0009063||;product=histidine ABC transporter ATPase;protein_id=NP_416809.1;transl_table=11	0.0005730257001422072	0.010563255277466214	0.06317805992618512	0.10200563796746807	0.05717553384734447	0.1392519714237827	0.0291224141121028	0.006614787239252436	0.12539568399795006	0.1774185296683523	0.13810489645692778	0.10558424936252947	0.06191747774059472	0.05466896014497908	0.05675699992466698	0.06893851395912705	0.09438909224966674	0.11163261582747366	0.0822183363944903	0.04250744613675365	1.0	3
hisM	sense	NC_000913.3	RefSeq	CDS	2424517	2425233	.	-	0	ID=cds2291;Parent=gene2364;Dbxref=ASAP:ABE-0007613,UniProtKB/Swiss-Prot:P0AEU3,Genbank:NP_416810.1,EcoGene:EG10007,GeneID:946790;Name=NP_416810.1;Note=histidine transport%2C membrane protein M%3B membrane component of ABC superfamily;Ontology_term=GO:0009274,GO:0019866,GO:0009089,GO:0006526;gbkey=CDS;gene=hisM;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=lysine biosynthetic process via diaminopimelate|0009089||,arginine biosynthetic process|0006526||;product=histidine ABC transporter permease;protein_id=NP_416810.1;transl_table=11	0.0002050275440875788	0.006299188926929393	0.0361679902696693	0.04645127467075694	0.05909886984832548	0.11339277900816727	0.01497867285467673	0.005635139849952928	0.13626075345750746	0.11743804509698735	0.09658128079994492	0.05811977029130064	0.032749332063832716	0.060637406252550215	0.06199146973906167	0.10688631980818783	0.12316936052870707	0.13018115444100906	0.07298536330269237	0.04023048616316608	1.0	0
hisQ	sense	NC_000913.3	RefSeq	CDS	2425230	2425916	.	-	0	ID=cds2292;Parent=gene2365;Dbxref=ASAP:ABE-0007615,UniProtKB/Swiss-Prot:P52094,Genbank:NP_416811.1,EcoGene:EG12125,GeneID:947235;Name=NP_416811.1;Note=histidine transport system permease protein%3B membrane component of ABC superfamily;Ontology_term=GO:0009274,GO:0019866,GO:0009089,GO:0006526;gbkey=CDS;gene=hisQ;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=lysine biosynthetic process via diaminopimelate|0009089||,arginine biosynthetic process|0006526||;product=histidine ABC transporter permease;protein_id=NP_416811.1;transl_table=11	0.0013729148174055615	0.008436183395655612	0.042887768325318175	0.04800141201282239	0.06595675918226085	0.1444470843979312	0.027376808658710974	0.0041088439506619225	0.11003625816126524	0.11335409131029202	0.10695309387418298	0.06990902517519018	0.04371618327492948	0.04220518356585075	0.04771380629557058	0.0469001494283936	0.06577485227837647	0.07099275568550373	0.03906498741377303	0.017886541796176648	1.0	0
hisJ	sense	NC_000913.3	RefSeq	CDS	2426006	2426788	.	-	0	ID=cds2293;Parent=gene2366;Dbxref=ASAP:ABE-0007617,UniProtKB/Swiss-Prot:P0AEU0,Genbank:NP_416812.1,EcoGene:EG12124,GeneID:945309;Name=NP_416812.1;Note=histidine-binding periplasmic protein of high-affinity histidine transport system%3B periplasmic-binding component of ABC superfamily;Ontology_term=GO:0042597,GO:0000105;gbkey=CDS;gene=hisJ;go_component=periplasmic space|0042597||;go_process=histidine biosynthetic process|0000105||;product=histidine ABC transporter periplasmic binding protein;protein_id=NP_416812.1;transl_table=11	0.001697668917357797	0.008978109248904971	0.03191160785312664	0.05164374651766298	0.048441371765226254	0.08069163492045021	0.017061364494224608	0.003732806462001197	0.08887182695966518	0.09521608388614748	0.08567256652731074	0.059695204496374075	0.040531826622112216	0.03106531321812448	0.035980448533222714	0.0379462305976764	0.03910118794753977	0.04337406741989014	0.024767760273952256	0.012520170131148426	1.0	0
