Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-00L.fastq	Grad-01.fastq	Grad-02.fastq	Grad-03.fastq	Grad-04.fastq	Grad-05.fastq	Grad-06.fastq	Grad-07.fastq	Grad-08.fastq	Grad-09.fastq	Grad-10.fastq	Grad-11.fastq	Grad-12.fastq	Grad-13.fastq	Grad-14.fastq	Grad-15.fastq	Grad-16.fastq	Grad-17.fastq	Grad-18.fastq	Grad-19.fastq	Grad-20.fastq	Grad-21P.fastq	gene	Name
sense	NC_000913.3	RefSeq	CDS	2699663	2699923	.	+	0	ID=cds2544;Parent=gene2627;Dbxref=ASAP:ABE-0008431,UniProtKB/Swiss-Prot:P52102,Genbank:NP_417057.1,EcoGene:EG13215,GeneID:947031;Name=NP_417057.1;Ontology_term=GO:0009055;gbkey=CDS;gene=yfhL;go_function=electron carrier activity|0009055||;product=putative 4Fe-4S cluster-containing protein;protein_id=NP_417057.1;transl_table=11	8.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	2.0	9.0	6.0	3.0	2.0	7.0	2.0	2.0	4.0	9.0	8.0	9.0	8.0	yfhL	NP_417057.1
sense	NC_000913.3	RefSeq	CDS	2700117	2700197	.	-	0	ID=cds2545;Parent=gene2628;Dbxref=UniProtKB/Swiss-Prot:C1P611,Genbank:YP_002791251.1,EcoGene:EG14494,GeneID:7751620;Name=YP_002791251.1;gbkey=CDS;gene=shoB;product=toxic membrane protein;protein_id=YP_002791251.1;transl_table=11	16.0	4.0	28.0	86.0	134.0	97.0	52.0	65.0	17.0	23.0	15.0	19.0	6.0	3.0	3.0	4.0	0.0	1.0	2.0	0.0	2.0	6.0	shoB	YP_002791251.1
sense	NC_000913.3	RefSeq	ncRNA	2700520	2700596	.	+	.	ID=rna82;Parent=gene2629;Dbxref=EcoGene:EG31178,GeneID:5061518;gbkey=ncRNA;gene=ohsC;product=sRNA antisense regulator of shoB toxin	22.0	14.0	27.0	26.0	16.0	14.0	10.0	9.0	8.0	6.0	9.0	3.0	7.0	1.0	0.0	3.0	2.0	2.0	6.0	7.0	6.0	44.0	ohsC	
sense	NC_000913.3	RefSeq	CDS	2700618	2700998	.	-	0	ID=cds2546;Parent=gene2630;Dbxref=ASAP:ABE-0008433,UniProtKB/Swiss-Prot:P24224,Genbank:NP_417058.1,EcoGene:EG10247,GeneID:947037;Name=NP_417058.1;Note=CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase;Ontology_term=GO:0005737;gbkey=CDS;gene=acpS;go_component=cytoplasm|0005737||;product=holo-[acyl-carrier-protein] synthase 1;protein_id=NP_417058.1;transl_table=11	54.0	7.0	33.0	39.0	50.0	43.0	46.0	54.0	21.0	41.0	56.0	57.0	56.0	30.0	37.0	35.0	39.0	74.0	94.0	121.0	124.0	581.0	acpS	NP_417058.1
sense	NC_000913.3	RefSeq	CDS	2700998	2701729	.	-	0	ID=cds2547;Parent=gene2631;Dbxref=ASAP:ABE-0008435,UniProtKB/Swiss-Prot:P0A794,Genbank:NP_417059.1,EcoGene:EG10693,GeneID:947039;Name=NP_417059.1;Note=pyridoxine biosynthesis;Ontology_term=GO:0005737,GO:0008615;gbkey=CDS;gene=pdxJ;go_component=cytoplasm|0005737||;go_process=pyridoxine biosynthetic process|0008615||;product=pyridoxine 5'-phosphate synthase;protein_id=NP_417059.1;transl_table=11	101.0	11.0	59.0	87.0	132.0	113.0	92.0	126.0	65.0	107.0	147.0	170.0	144.0	97.0	103.0	132.0	110.0	139.0	236.0	266.0	386.0	1037.0	pdxJ	NP_417059.1
sense	NC_000913.3	RefSeq	CDS	2701741	2702469	.	-	0	ID=cds2548;Parent=gene2632;Dbxref=ASAP:ABE-0008438,UniProtKB/Swiss-Prot:P0A7H3,Genbank:NP_417060.1,EcoGene:EG10832,GeneID:947038;Name=NP_417060.1;Note=protein interacts with RecR and possibly RecF proteins;Ontology_term=GO:0005737,GO:0006281,GO:0006310;gbkey=CDS;gene=recO;go_component=cytoplasm|0005737||;go_process=DNA repair|0006281||,DNA recombination|0006310||;product=gap repair protein;protein_id=NP_417060.1;transl_table=11	40.0	7.0	25.0	44.0	65.0	58.0	51.0	64.0	34.0	59.0	89.0	84.0	86.0	54.0	34.0	49.0	41.0	51.0	86.0	80.0	107.0	178.0	recO	NP_417060.1
sense	NC_000913.3	RefSeq	CDS	2702481	2703386	.	-	0	ID=cds2549;Parent=gene2633;Dbxref=ASAP:ABE-0008440,UniProtKB/Swiss-Prot:P06616,Genbank:NP_417061.1,EcoGene:EG10270,GeneID:947036;Name=NP_417061.1;Note=GTP-binding protein;Ontology_term=GO:0007049;gbkey=CDS;gene=era;go_process=cell cycle|0007049||;product=membrane-associated%2C 16S rRNA-binding GTPase;protein_id=NP_417061.1;transl_table=11	73.0	10.0	32.0	48.0	81.0	67.0	73.0	75.0	35.0	55.0	79.0	94.0	78.0	45.0	49.0	51.0	52.0	89.0	123.0	159.0	186.0	206.0	era	NP_417061.1
sense	NC_000913.3	RefSeq	CDS	2703383	2704063	.	-	0	ID=cds2550;Parent=gene2634;Dbxref=ASAP:ABE-0008448,UniProtKB/Swiss-Prot:P0A7Y0,Genbank:NP_417062.1,EcoGene:EG10857,GeneID:947033;Name=NP_417062.1;Note=RNase III%2C ds RNA;Ontology_term=GO:0006401;experiment=N-terminus verified by Edman degradation: PMID 2105934;gbkey=CDS;gene=rnc;go_process=RNA catabolic process|0006401||;product=RNase III;protein_id=NP_417062.1;transl_table=11	51.0	13.0	37.0	50.0	62.0	40.0	63.0	72.0	34.0	56.0	50.0	80.0	67.0	35.0	39.0	37.0	29.0	50.0	62.0	66.0	93.0	90.0	rnc	NP_417062.1
sense	NC_000913.3	RefSeq	CDS	2704335	2705309	.	-	0	ID=cds2551;Parent=gene2635;Dbxref=ASAP:ABE-0008450,UniProtKB/Swiss-Prot:P00803,Genbank:NP_417063.1,EcoGene:EG10530,GeneID:947040;Name=NP_417063.1;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=lepB;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=leader peptidase (signal peptidase I);protein_id=NP_417063.1;transl_table=11	81.0	23.0	103.0	117.0	163.0	150.0	118.0	154.0	70.0	109.0	121.0	157.0	125.0	85.0	65.0	77.0	73.0	142.0	248.0	250.0	259.0	466.0	lepB	NP_417063.1
sense	NC_000913.3	RefSeq	CDS	2705325	2707124	.	-	0	ID=cds2552;Parent=gene2636;Dbxref=ASAP:ABE-0008452,UniProtKB/Swiss-Prot:P60785,Genbank:NP_417064.1,EcoGene:EG10529,GeneID:947051;Name=NP_417064.1;Note=GTP-binding elongation factor%2C may be inner membrane protein;Ontology_term=GO:0006412;gbkey=CDS;gene=lepA;go_process=translation|0006412||;product=back-translocating elongation factor EF4%2C GTPase;protein_id=NP_417064.1;transl_table=11	225.0	47.0	167.0	176.0	303.0	260.0	241.0	266.0	143.0	244.0	251.0	337.0	301.0	247.0	189.0	211.0	159.0	316.0	485.0	516.0	604.0	1096.0	lepA	NP_417064.1
sense	NC_000913.3	RefSeq	CDS	2707322	2707801	.	-	0	ID=cds2553;Parent=gene2637;Dbxref=ASAP:ABE-0008457,UniProtKB/Swiss-Prot:P46187,Genbank:NP_417065.1,EcoGene:EG13178,GeneID:947052;Name=NP_417065.1;Note=sigma-E factor%2C negative regulatory protein;Ontology_term=GO:0009274,GO:0019866,GO:0006350,GO:0042594;gbkey=CDS;gene=rseC;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=transcription|0006350||,response to starvation|0042594||;product=SoxR iron-sulfur cluster reduction factor component;protein_id=NP_417065.1;transl_table=11	151.0	51.0	181.0	191.0	297.0	287.0	318.0	344.0	164.0	284.0	289.0	394.0	320.0	222.0	220.0	219.0	170.0	244.0	374.0	386.0	403.0	322.0	rseC	NP_417065.1
sense	NC_000913.3	RefSeq	CDS	2707798	2708754	.	-	0	ID=cds2554;Parent=gene2638;Dbxref=ASAP:ABE-0008459,UniProtKB/Swiss-Prot:P0AFX9,Genbank:NP_417066.1,EcoGene:EG13177,GeneID:947054;Name=NP_417066.1;Note=regulates activity of sigma-E factor;Ontology_term=GO:0005737,GO:0006350,GO:0042594;gbkey=CDS;gene=rseB;go_component=cytoplasm|0005737||;go_process=transcription|0006350||,response to starvation|0042594||;product=anti-sigma E factor%2C binds RseA;protein_id=NP_417066.1;transl_table=11	532.0	513.0	895.0	790.0	1108.0	923.0	979.0	1114.0	575.0	940.0	1142.0	1474.0	1202.0	894.0	769.0	873.0	799.0	1150.0	2052.0	2308.0	2437.0	2462.0	rseB	NP_417066.1
sense	NC_000913.3	RefSeq	CDS	2708754	2709404	.	-	0	ID=cds2555;Parent=gene2639;Dbxref=ASAP:ABE-0008462,UniProtKB/Swiss-Prot:P0AFX7,Genbank:NP_417067.1,EcoGene:EG12341,GeneID:947053;Name=NP_417067.1;Note=sigma-E factor%2C negative regulatory protein;Ontology_term=GO:0005737,GO:0006350,GO:0009266;gbkey=CDS;gene=rseA;go_component=cytoplasm|0005737||;go_process=transcription|0006350||,response to temperature stimulus|0009266||;product=anti-sigma factor;protein_id=NP_417067.1;transl_table=11	759.0	160.0	659.0	1173.0	2131.0	1867.0	1873.0	2037.0	1123.0	1806.0	2046.0	2525.0	2115.0	1530.0	1348.0	1397.0	1267.0	1845.0	3127.0	3201.0	3624.0	3902.0	rseA	NP_417067.1
sense	NC_000913.3	RefSeq	CDS	2709437	2710012	.	-	0	ID=cds2556;Parent=gene2640;Dbxref=ASAP:ABE-0008467,UniProtKB/Swiss-Prot:P0AGB6,Genbank:NP_417068.1,EcoGene:EG11897,GeneID:947050;Name=NP_417068.1;Note=RNA polymerase%2C sigma-E factor%3B heat shock and oxidative stress;Ontology_term=GO:0005737,GO:0006350,GO:0009266;gbkey=CDS;gene=rpoE;go_component=cytoplasm|0005737||;go_process=transcription|0006350||,response to temperature stimulus|0009266||;product=RNA polymerase sigma E factor;protein_id=NP_417068.1;transl_table=11	595.0	360.0	1070.0	1344.0	2023.0	1600.0	1682.0	1636.0	799.0	1416.0	1812.0	2127.0	1702.0	1053.0	854.0	789.0	610.0	750.0	1154.0	1102.0	1213.0	1416.0	rpoE	NP_417068.1
sense	NC_000913.3	RefSeq	CDS	2710420	2712042	.	+	0	ID=cds2557;Parent=gene2641;Dbxref=ASAP:ABE-0008471,UniProtKB/Swiss-Prot:P10902,Genbank:NP_417069.1,EcoGene:EG10631,GeneID:947049;Name=NP_417069.1;Note=quinolinate synthetase%2C B protein;Ontology_term=GO:0009435;experiment=N-terminus verified by Edman degradation: PMID 2187483%2C2841129;gbkey=CDS;gene=nadB;go_process=NAD biosynthetic process|0009435||;product=quinolinate synthase%2C L-aspartate oxidase (B protein) subunit;protein_id=NP_417069.1;transl_table=11	37.0	2.0	18.0	16.0	22.0	40.0	26.0	42.0	17.0	28.0	37.0	51.0	34.0	24.0	17.0	17.0	21.0	19.0	35.0	25.0	32.0	40.0	nadB	NP_417069.1
sense	NC_000913.3	RefSeq	CDS	2712027	2712764	.	-	0	ID=cds2558;Parent=gene2642;Dbxref=ASAP:ABE-0008473,UniProtKB/Swiss-Prot:P31825,Genbank:NP_417070.2,EcoGene:EG11538,GeneID:947047;Name=NP_417070.2;Note=putative enzyme;gbkey=CDS;gene=trmN;product=tRNA1(Val) (adenine(37)-N6)-methyltransferase;protein_id=NP_417070.2;transl_table=11	32.0	4.0	13.0	10.0	27.0	19.0	21.0	29.0	10.0	16.0	24.0	25.0	17.0	12.0	11.0	12.0	11.0	10.0	12.0	15.0	15.0	18.0	trmN	NP_417070.2
sense	NC_000913.3	RefSeq	CDS	2712896	2714230	.	+	0	ID=cds2559;Parent=gene2643;Dbxref=ASAP:ABE-0008478,UniProtKB/Swiss-Prot:P21507,Genbank:NP_417071.1,EcoGene:EG10975,GeneID:947055;Name=NP_417071.1;Ontology_term=GO:0005737,GO:0009451;gbkey=CDS;gene=srmB;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=ATP-dependent RNA helicase;protein_id=NP_417071.1;transl_table=11	91.0	22.0	70.0	65.0	92.0	83.0	89.0	88.0	35.0	64.0	59.0	93.0	86.0	60.0	40.0	51.0	38.0	68.0	110.0	109.0	173.0	439.0	srmB	NP_417071.1
sense	NC_000913.3	RefSeq	CDS	2714439	2715320	.	-	0	ID=cds2560;Parent=gene2644;Dbxref=ASAP:ABE-0008483,UniProtKB/Swiss-Prot:P33634,Genbank:NP_417072.4,EcoGene:EG11785,GeneID:947064;Name=NP_417072.4;Note=putative transcriptional regulator LYSR-type;Ontology_term=GO:0006350,GO:0016563,GO:0016564;gbkey=CDS;gene=yfiE;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||;product=putative DNA-binding transcriptional regulator;protein_id=NP_417072.4;transl_table=11	61.0	6.0	31.0	33.0	46.0	53.0	42.0	53.0	18.0	51.0	63.0	75.0	60.0	31.0	33.0	30.0	23.0	26.0	34.0	39.0	40.0	35.0	yfiE	NP_417072.4
sense	NC_000913.3	RefSeq	CDS	2715423	2716010	.	+	0	ID=cds2561;Parent=gene2645;Dbxref=ASAP:ABE-0008487,UniProtKB/Swiss-Prot:P38101,Genbank:NP_417073.1,EcoGene:EG12445,GeneID:947065;Name=NP_417073.1;gbkey=CDS;gene=eamB;product=cysteine and O-acetylserine exporter;protein_id=NP_417073.1;transl_table=11	36.0	1.0	22.0	22.0	25.0	20.0	14.0	25.0	10.0	16.0	10.0	16.0	11.0	2.0	9.0	5.0	8.0	4.0	8.0	6.0	6.0	16.0	eamB	NP_417073.1
sense	NC_000913.3	RefSeq	CDS	2716066	2716449	.	-	0	ID=cds2562;Parent=gene2646;Dbxref=ASAP:ABE-0008489,UniProtKB/Swiss-Prot:P68066,Genbank:NP_417074.1,EcoGene:EG11784,GeneID:947068;Name=NP_417074.1;Note=putative formate acetyltransferase;Ontology_term=GO:0009061;experiment=N-terminus verified by Edman degradation: PMID 9600841%2C9740056%2C9868784%2C10094700;gbkey=CDS;gene=grcA;go_process=anaerobic respiration|0009061||;product=autonomous glycyl radical cofactor;protein_id=NP_417074.1;transl_table=11	6559.0	682.0	3889.5	6819.0	12106.5	10098.0	9133.5	9370.0	4837.5	7153.0	8997.0	11923.0	11011.5	8755.0	8950.0	10345.0	9022.0	15574.0	32228.5	35412.0	44488.5	74390.5	grcA	NP_417074.1
sense	NC_000913.3	RefSeq	CDS	2716754	2717443	.	+	0	ID=cds2563;Parent=gene2647;Dbxref=ASAP:ABE-0008495,UniProtKB/Swiss-Prot:P12295,Genbank:NP_417075.1,EcoGene:EG11058,GeneID:947067;Name=NP_417075.1;Ontology_term=GO:0005737,GO:0006281;gbkey=CDS;gene=ung;go_component=cytoplasm|0005737||;go_process=DNA repair|0006281||;product=uracil-DNA-glycosylase;protein_id=NP_417075.1;transl_table=11	90.0	13.0	53.0	51.0	131.0	112.0	110.0	122.0	62.0	127.0	148.0	170.0	131.0	102.0	81.0	73.0	63.0	99.0	177.0	219.0	238.0	520.0	ung	NP_417075.1
sense	NC_000913.3	RefSeq	CDS	2717491	2718528	.	-	0	ID=cds2564;Parent=gene2648;Dbxref=ASAP:ABE-0008497,UniProtKB/Swiss-Prot:P0AGJ5,Genbank:NP_417076.1,EcoGene:EG11786,GeneID:947066;Name=NP_417076.1;Ontology_term=GO:0005737,GO:0009451;gbkey=CDS;gene=yfiF;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=putative methyltransferase;protein_id=NP_417076.1;transl_table=11	117.0	16.0	53.0	73.0	129.0	98.0	106.0	116.0	59.0	119.0	137.0	166.0	153.0	140.0	94.0	92.0	101.0	115.0	197.0	195.0	262.0	710.0	yfiF	NP_417076.1
sense	NC_000913.3	RefSeq	CDS	2718735	2719154	.	+	0	ID=cds2565;Parent=gene2649;Dbxref=ASAP:ABE-0008501,UniProtKB/Swiss-Prot:P0AGG4,Genbank:NP_417077.1,EcoGene:EG11887,GeneID:947062;Name=NP_417077.1;Note=putative thioredoxin-like protein;gbkey=CDS;gene=trxC;product=thioredoxin 2;protein_id=NP_417077.1;transl_table=11	92.0	9.0	47.0	76.0	172.0	157.0	175.0	195.0	93.0	162.0	172.0	197.0	176.0	127.0	132.0	151.0	116.0	178.0	359.0	399.0	394.0	358.0	trxC	NP_417077.1
sense	NC_000913.3	RefSeq	CDS	2719223	2719921	.	+	0	ID=cds2566;Parent=gene2650;Dbxref=ASAP:ABE-0008503,UniProtKB/Swiss-Prot:Q47319,Genbank:NP_417078.4,EcoGene:EG14223,GeneID:947057;Name=NP_417078.4;gbkey=CDS;gene=yfiP;product=DTW domain protein;protein_id=NP_417078.4;transl_table=11	24.0	9.0	17.0	20.0	20.0	18.0	26.0	25.0	17.0	28.0	20.0	28.0	21.0	20.0	13.0	9.0	10.0	22.0	38.0	33.0	28.0	29.0	yfiP	NP_417078.4
sense	NC_000913.3	RefSeq	CDS	2719953	2722613	.	+	0	ID=cds2567;Parent=gene2651;Dbxref=ASAP:ABE-0008506,UniProtKB/Swiss-Prot:P76594,Genbank:NP_417079.1,EcoGene:EG14224,GeneID:947056;Name=NP_417079.1;gbkey=CDS;gene=pka;product=protein lysine acetyltransferase;protein_id=NP_417079.1;transl_table=11	777.0	222.0	1134.0	1346.0	2024.0	1636.0	1627.0	1784.0	936.0	1622.0	1999.0	2491.0	2194.0	1499.0	1380.0	1322.0	1123.0	1421.0	2302.0	2455.0	2775.0	4589.0	pka	NP_417079.1
sense	NC_000913.3	RefSeq	CDS	2722727	2724082	.	+	0	ID=cds2568;Parent=gene2652;Dbxref=ASAP:ABE-0008510,UniProtKB/Swiss-Prot:P23830,Genbank:NP_417080.4,EcoGene:EG10781,GeneID:947059;Name=NP_417080.4;Note=phosphatidylserine synthase%3B phospholipid synthesis;Ontology_term=GO:0009274,GO:0019866,GO:0008654;experiment=N-terminus verified by Edman degradation: PMID 2002065;gbkey=CDS;gene=pssA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=phospholipid biosynthetic process|0008654||;product=phosphatidylserine synthase%3B CDP-diacylglycerol-serine O-phosphatidyltransferase;protein_id=NP_417080.4;transl_table=11	256.0	102.0	510.0	471.0	715.0	521.0	524.0	611.0	272.0	506.0	578.0	664.0	572.0	389.0	350.0	375.0	348.0	490.0	1011.0	1106.0	1234.0	1284.0	pssA	NP_417080.4
sense	NC_000913.3	RefSeq	CDS	2724128	2724451	.	+	0	ID=cds2569;Parent=gene2653;Dbxref=ASAP:ABE-0008513,UniProtKB/Swiss-Prot:P46126,Genbank:NP_417081.2,EcoGene:EG12857,GeneID:947060;Name=NP_417081.2;gbkey=CDS;gene=yfiM;product=putative lipoprotein;protein_id=NP_417081.2;transl_table=11	41.0	9.0	134.0	169.0	157.0	88.0	62.0	68.0	25.0	36.0	32.0	38.0	35.0	14.0	12.0	22.0	4.0	17.0	30.0	24.0	30.0	43.0	yfiM	NP_417081.2
sense	NC_000913.3	RefSeq	CDS	2724448	2725746	.	-	0	ID=cds2570;Parent=gene2654;Dbxref=ASAP:ABE-0008515,UniProtKB/Swiss-Prot:P0AEX3,Genbank:NP_417082.1,EcoGene:EG10522,GeneID:947069;Name=NP_417082.1;Note=alpha-ketoglutarate permease;Ontology_term=GO:0009274,GO:0019866,GO:0016052;gbkey=CDS;gene=kgtP;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=carbohydrate catabolic process|0016052||;product=alpha-ketoglutarate transporter;protein_id=NP_417082.1;transl_table=11	1051.0	353.0	1874.0	2079.0	2764.0	2144.0	1911.0	2028.0	962.0	1781.0	2109.0	2567.0	2043.0	1305.0	948.0	869.0	690.0	1214.0	2346.0	2526.0	2903.0	5008.0	kgtP	NP_417082.1
sense	NC_000913.3	RefSeq	rRNA	2726069	2726188	.	-	.	ID=rna83;Parent=gene2655;Dbxref=ASAP:ABE-0008519,EcoGene:EG30075,GeneID:947070;gbkey=rRNA;gene=rrfG;product=5S ribosomal RNA of rrnG operon	109802.70595196712	28704.917857162643	108431.05595190296	106407.9190473476	95516.74999979133	49091.26309532272	40677.04285718671	55159.50952389521	24073.01428570786	20774.38690476134	28301.332142849227	39109.5035714493	61580.64761911535	132600.7678567658	675255.2999828162	1381343.8916669604	1099339.6035590882	854037.844033263	651476.1511749199	457091.0916724057	351849.62857671984	352876.4154810956	rrfG	
sense	NC_000913.3	RefSeq	rRNA	2726281	2729184	.	-	.	ID=rna84;Parent=gene2656;Dbxref=ASAP:ABE-0008521,EcoGene:EG30082,GeneID:947585;gbkey=rRNA;gene=rrlG;product=23S ribosomal RNA of rrnG operon	1192992.7916557917	23366.245238144165	88349.4499995514	109916.92380888545	217813.5095268204	278217.6607174485	343707.03810017946	455625.1023832666	293857.8285741371	448230.0904768101	541665.0214229554	722899.3737744164	803822.4523351562	1329309.0417218504	2828079.3917589607	4386888.9060940975	3250926.566601468	2752291.137071657	2514319.657445356	1753254.1550462008	1548062.4810999362	1558599.7406454156	rrlG	
sense	NC_000913.3	RefSeq	tRNA	2729369	2729444	.	-	.	ID=rna85;Parent=gene2657;Dbxref=ASAP:ABE-0008523,EcoGene:EG30035,GeneID:947076;Note=anticodon: UUC;gbkey=tRNA;gene=gltW;product=tRNA-Glu	20084.0	82352.0	59655.75	52791.0	32458.75	13201.75	7815.5	6193.333333333333	1126.5	1372.75	454.75	972.75	1980.25	685.25	786.75	1037.0	476.75	577.5	669.25	312.25	888.0	1194.5	gltW	
sense	NC_000913.3	RefSeq	rRNA	2729616	2731157	.	-	.	ID=rna86;Parent=gene2658;Dbxref=ASAP:ABE-0008525,EcoGene:EG30089,GeneID:947071;gbkey=rRNA;gene=rrsG;product=16S ribosomal RNA of rrnG operon	454667.0833258192	16462.33095236598	35511.8047619875	28273.64285717181	48653.47142860056	70410.38571403829	98935.37380891434	161468.25476226836	187250.97857430077	895948.835677696	2273831.26346692	2949195.2905127257	2557739.233687621	1652461.7954534343	1125333.6166504582	804897.0844953732	439171.1166561089	310853.94762606994	320526.1857195486	316810.50715039304	447923.0607036362	1032105.3880473168	rrsG	
sense	NC_000913.3	RefSeq	CDS	2731600	2734173	.	-	0	ID=cds2571;Parent=gene2659;Dbxref=ASAP:ABE-0008527,UniProtKB/Swiss-Prot:P63284,Genbank:NP_417083.1,EcoGene:EG10157,GeneID:947077;Name=NP_417083.1;Note=heat shock protein;Ontology_term=GO:0005737,GO:0006457;experiment=N-terminus verified by Edman degradation: PMID 1953774;gbkey=CDS;gene=clpB;go_component=cytoplasm|0005737||;go_process=protein folding|0006457||;product=protein disaggregation chaperone;protein_id=NP_417083.1;transl_table=11	1641.0	688.0	1612.0	1565.0	2267.0	1943.0	1892.0	2240.0	1148.0	2153.0	4060.0	5090.0	4896.0	3209.0	2971.0	3056.0	2336.0	2427.0	3648.0	4203.0	5190.0	16899.0	clpB	NP_417083.1
sense	NC_000913.3	RefSeq	ncRNA	2734153	2734295	.	-	.	ID=rna87;Parent=gene2660;Dbxref=EcoGene:EG31179,GeneID:5061506;gbkey=ncRNA;gene=ryfD;product=novel sRNA%2C function unknown	826.0	865.0	1489.0	1093.0	1188.0	688.0	656.0	1114.0	541.0	1446.0	5990.0	8276.0	9653.0	5510.0	5232.0	5562.0	3772.0	3210.0	4122.0	4907.0	6285.0	4299.0	ryfD	
sense	NC_000913.3	RefSeq	CDS	2734303	2735034	.	-	0	ID=cds2572;Parent=gene2661;Dbxref=ASAP:ABE-0008530,UniProtKB/Swiss-Prot:P33644,Genbank:NP_417084.1,EcoGene:EG12097,GeneID:947089;Name=NP_417084.1;gbkey=CDS;gene=yfiH;product=UPF0124 family protein;protein_id=NP_417084.1;transl_table=11	59.0	7.0	39.0	39.0	92.0	71.0	78.0	88.0	50.0	84.0	134.0	142.0	124.0	82.0	74.0	91.0	70.0	66.0	131.0	99.0	121.0	152.0	yfiH	NP_417084.1
sense	NC_000913.3	RefSeq	CDS	2735031	2736011	.	-	0	ID=cds2573;Parent=gene2662;Dbxref=ASAP:ABE-0008532,UniProtKB/Swiss-Prot:P33643,Genbank:NP_417085.1,EcoGene:EG12098,GeneID:947087;Name=NP_417085.1;Ontology_term=GO:0005737,GO:0009451;gbkey=CDS;gene=rluD;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=23S rRNA pseudouridine(1911%2C1915%2C1917) synthase;protein_id=NP_417085.1;transl_table=11	160.0	7.0	40.0	35.0	87.0	77.0	78.0	94.0	56.0	126.0	171.0	202.0	145.0	100.0	96.0	95.0	80.0	94.0	172.0	186.0	234.0	299.0	rluD	NP_417085.1
sense	NC_000913.3	RefSeq	CDS	2736146	2736883	.	+	0	ID=cds2574;Parent=gene2663;Dbxref=ASAP:ABE-0008536,UniProtKB/Swiss-Prot:P0AC02,Genbank:NP_417086.1,EcoGene:EG14222,GeneID:947086;Name=NP_417086.1;gbkey=CDS;gene=bamD;product=BamABCDE complex OM biogenesis lipoprotein;protein_id=NP_417086.1;transl_table=11	114.0	59.0	130.0	158.0	247.0	211.0	221.0	193.0	118.0	195.0	253.0	314.0	299.0	194.0	176.0	186.0	162.0	239.0	446.0	501.0	605.0	686.0	bamD	NP_417086.1
sense	NC_000913.3	RefSeq	CDS	2737154	2737495	.	+	0	ID=cds2575;Parent=gene2664;Dbxref=ASAP:ABE-0008540,UniProtKB/Swiss-Prot:P0AD49,Genbank:NP_417088.1,EcoGene:EG11151,GeneID:947129;Name=NP_417088.1;Note=putative yhbH sigma 54 modulator;Ontology_term=GO:0006412;gbkey=CDS;gene=raiA;go_process=translation|0006412||;product=cold shock protein associated with 30S ribosomal subunit;protein_id=NP_417088.1;transl_table=11	5052.0	626.0	5072.0	7442.0	11175.0	9269.0	8329.0	11075.0	5367.0	9901.0	15912.0	20880.0	19995.0	14921.0	13990.0	14924.0	12027.0	13736.0	22093.0	25741.0	35936.0	30891.0	raiA	NP_417088.1
sense	NC_000913.3	RefSeq	CDS	2737599	2737646	.	+	0	ID=cds2576;Parent=gene2665;Dbxref=ASAP:ABE-0008543,UniProtKB/Swiss-Prot:P0AD72,Genbank:NP_417089.1,EcoGene:EG11271,GeneID:947080;Name=NP_417089.1;Note=leader peptide of chorismate mutase-P-prephenate dehydratase;Ontology_term=GO:0009094;gbkey=CDS;gene=pheL;go_process=L-phenylalanine biosynthetic process|0009094||;product=pheA gene leader peptide;protein_id=NP_417089.1;transl_table=11	94.0	22.0	30.0	36.0	42.0	42.0	54.0	71.0	34.0	47.0	136.0	155.0	141.0	117.0	117.0	99.0	92.0	169.0	485.0	630.0	748.0	376.0	pheL	NP_417089.1
sense	NC_000913.3	RefSeq	CDS	2737745	2738905	.	+	0	ID=cds2577;Parent=gene2666;Dbxref=ASAP:ABE-0008545,UniProtKB/Swiss-Prot:P0A9J8,Genbank:NP_417090.1,EcoGene:EG10707,GeneID:947081;Name=NP_417090.1;Note=chorismate mutase-P and prephenate dehydratase;Ontology_term=GO:0005737,GO:0009094,GO:0006571;gbkey=CDS;gene=pheA;go_component=cytoplasm|0005737||;go_process=L-phenylalanine biosynthetic process|0009094||,tyrosine biosynthetic process|0006571||;product=chorismate mutase and prephenate dehydratase%2C P-protein;protein_id=NP_417090.1;transl_table=11	93.0	3.0	18.0	21.0	29.0	32.0	48.0	80.0	36.0	77.0	88.0	134.0	98.0	71.0	59.0	64.0	72.0	116.0	207.0	233.0	265.0	639.0	pheA	NP_417090.1
